21.0, Private, 7th-8th,4, Machine-op-inspct, Own-child, White, Male,0.0,0,40, United-States, <=50K
31.0, Private, Some-college,10, Other-service, Husband, White, Male,0.0,0,55, Mexico, <=50K
23.0, Private, HS-grad,9, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
, Private, Assoc-voc,11, Adm-clerical, Unmarried, White, Female,0.0,0,40, United-States, <=50K
23.0, Private, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Male,0.0,0,12, United-States, <=50K
24.0, Private, HS-grad,9, Other-service, Unmarried, White, Female,0.0,0,25, United-States, <=50K
42.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
38.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,7443.0,0,40, United-States, <=50K
26.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
23.0, Private, Bachelors,13, Exec-managerial, Own-child, White, Female,0.0,0,40, United-States, <=50K
30.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
64.0, Self-emp-not-inc, Bachelors,13, Exec-managerial, Husband, White, Male,15024.0,0,35, United-States, >50K
60.0, Self-emp-not-inc, Some-college,10, Transport-moving, Husband, White, Male,3137.0,0,46, United-States, <=50K
38.0, Private, HS-grad,9, Other-service, Husband, White, Male,0.0,0,40, United-States, <=50K
52.0, Private, Masters,14, Prof-specialty, Not-in-family, White, Female,6849.0,0,60, United-States, <=50K
26.0, Private, Some-college,10, Sales, Husband, White, Male,0.0,0,50, Germany, <=50K
23.0, Local-gov, HS-grad,9, Other-service, Own-child, White, Female,0.0,0,45, United-States, <=50K
44.0, Local-gov, Some-college,10, Protective-serv, Husband, Black, Male,0.0,0,99, United-States, <=50K
34.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,1741,40, United-States, <=50K
72.0, Private, 10th,6, Adm-clerical, Not-in-family, White, Female,0.0,0,20, United-States, <=50K
59.0, Local-gov, Masters,14, Prof-specialty, Unmarried, White, Female,8614.0,0,60, United-States, >50K
22.0, Private, HS-grad,9, Sales, Husband, Black, Male,0.0,0,40, United-States, <=50K
23.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Male,0.0,0,38, United-States, <=50K
18.0,, 12th,8,, Own-child, Asian-Pac-Islander, Female,0.0,0,24, Germany, <=50K
32.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
, Private, Some-college,10, Sales, Husband, White, Male,0.0,0,40, United-States, <=50K
27.0, Private, Assoc-acdm,12, Sales, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
25.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Male,0.0,0,36, United-States, <=50K
23.0, Private, HS-grad,9, Other-service, Husband, White, Male,0.0,0,40, Guatemala, <=50K
26.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
47.0, Self-emp-not-inc, Masters,14, Exec-managerial, Husband, White, Male,0.0,0,45, United-States, <=50K
24.0, Private, Some-college,10, Other-service, Unmarried, Black, Female,0.0,0,35, United-States, <=50K
22.0, Private, HS-grad,9, Tech-support, Own-child, White, Male,0.0,0,40, United-States, <=50K
27.0, Federal-gov, Bachelors,13, Exec-managerial, Not-in-family, Black, Male,0.0,0,48, United-States, <=50K
38.0, State-gov, Some-college,10, Exec-managerial, Not-in-family, White, Female,0.0,0,45, United-States, <=50K
30.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,,0,40, United-States, <=50K
23.0, Private, Some-college,10, Other-service, Own-child, White, Female,0.0,0,30, United-States, <=50K
22.0, Private, 9th,5, Transport-moving, Own-child, White, Male,0.0,0,40, United-States, <=50K
43.0, Private, HS-grad,9, Adm-clerical, Not-in-family, Black, Female,0.0,0,32, United-States, <=50K
33.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Male,0.0,0,36, United-States, <=50K
36.0, Private, HS-grad,9, Craft-repair, Not-in-family, White, Male,0.0,0,30, United-States, <=50K
31.0, Self-emp-not-inc, 9th,5, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
27.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Male,0.0,0,37, United-States, <=50K
43.0, Private, Some-college,10, Tech-support, Wife, Black, Female,0.0,0,40, United-States, <=50K
77.0, Private, 7th-8th,4, Priv-house-serv, Unmarried, White, Female,0.0,0,23, United-States, <=50K
27.0, State-gov, Prof-school,15, Prof-specialty, Not-in-family, White, Male,0.0,0,70, United-States, <=50K
, Local-gov, Some-college,10, Prof-specialty, Not-in-family, White, Female,0.0,0,40, Mexico, <=50K
22.0, Private, HS-grad,9, Other-service, Own-child, White, Male,0.0,0,40, United-States, <=50K
49.0, Private, Bachelors,13, Exec-managerial, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
42.0, Private, Doctorate,16, Prof-specialty, Not-in-family, White, Male,0.0,0,36, United-States, >50K
54.0,, HS-grad,9,, Husband, White, Male,0.0,0,40, United-States, >50K
47.0, Private, Masters,14, Sales, Not-in-family, White, Female,0.0,0,6, United-States, <=50K
24.0,, Bachelors,13,, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
20.0, Self-emp-not-inc, HS-grad,9, Transport-moving, Own-child, White, Male,0.0,0,80, United-States, <=50K
28.0, Private, Bachelors,13, Prof-specialty, Wife, White, Female,0.0,0,40, United-States, >50K
26.0, Self-emp-not-inc, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,20, United-States, <=50K
33.0, Private, HS-grad,9, Exec-managerial, Husband, Black, Male,0.0,0,50, United-States, <=50K
45.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,60, United-States, >50K
22.0, Private, 10th,6, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
53.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,1876,38, United-States, <=50K
28.0, Private, HS-grad,9, Other-service, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
28.0, Self-emp-inc, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,50, United-States, <=50K
34.0, Private, Bachelors,13, Sales, Husband, White, Male,15024.0,0,40, United-States, >50K
79.0, Private, Doctorate,16, Prof-specialty, Husband, White, Male,20051.0,0,35, El-Salvador, >50K
23.0,, Bachelors,13,, Own-child, White, Male,0.0,0,35, United-States, <=50K
30.0, Private, Some-college,10, Protective-serv, Own-child, White, Male,0.0,0,48, United-States, <=50K
68.0, Private, Bachelors,13, Sales, Husband, White, Male,20051.0,0,40, United-States, >50K
34.0, Private, HS-grad,9, Other-service, Husband, White, Male,0.0,0,40, United-States, >50K
23.0, Private, Some-college,10, Sales, Own-child, Black, Male,0.0,0,9, United-States, <=50K
19.0, Private, HS-grad,9, Farming-fishing, Own-child, Black, Male,0.0,0,30, United-States, <=50K
41.0, Private, Some-college,10, Tech-support, Unmarried, Black, Female,0.0,0,36, United-States, <=50K
27.0, Private, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,60, United-States, <=50K
31.0, Private, HS-grad,9, Farming-fishing, Not-in-family, White, Male,0.0,0,40, Ireland, <=50K
31.0, Private, 11th,7, Transport-moving, Unmarried, White, Male,0.0,0,40, United-States, <=50K
28.0, Private, HS-grad,9, Other-service, Own-child, Black, Male,0.0,0,35, United-States, <=50K
35.0, Private, HS-grad,9, Machine-op-inspct, Own-child, White, Male,0.0,0,40, United-States, <=50K
51.0, Private, HS-grad,9, Prof-specialty, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
40.0, Self-emp-inc, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,60, United-States, >50K
64.0, Private, Bachelors,13, Sales, Unmarried, White, Female,0.0,0,40, Peru, <=50K
57.0, Private, HS-grad,9, Other-service, Husband, White, Male,0.0,0,78, United-States, <=50K
54.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, >50K
22.0, State-gov, Assoc-acdm,12, Prof-specialty, Not-in-family, White, Female,0.0,0,15, United-States, <=50K
69.0, Local-gov, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,35, United-States, <=50K
31.0, Private, Some-college,10, Prof-specialty, Husband, White, Male,0.0,0,50, United-States, >50K
35.0, Private, Some-college,10, Other-service, Unmarried, White, Female,0.0,0,40, United-States, <=50K
30.0, Federal-gov, Assoc-acdm,12, Prof-specialty, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
25.0, State-gov, Some-college,10, Transport-moving, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
46.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,51, United-States, <=50K
54.0, Private, Some-college,10, Exec-managerial, Unmarried, White, Female,0.0,0,40, Germany, <=50K
39.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,30, United-States, <=50K
28.0, Private, Some-college,10, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
31.0, Private, HS-grad,9, Adm-clerical, Wife, White, Female,0.0,0,40, United-States, <=50K
, Self-emp-not-inc, Some-college,10, Craft-repair, Own-child, White, Male,0.0,0,80, United-States, <=50K
63.0, Private, Bachelors,13, Sales, Husband, White, Male,0.0,1740,35, United-States, <=50K
21.0, Private, HS-grad,9, Farming-fishing, Own-child, White, Male,0.0,0,20, United-States, <=50K
19.0, Private, HS-grad,9, Transport-moving, Own-child, White, Male,0.0,0,40, United-States, <=50K
30.0, Self-emp-not-inc, HS-grad,9, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
40.0, Federal-gov, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, >50K
25.0, Private, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, <=50K
26.0, Private, Bachelors,13, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
57.0, Self-emp-not-inc, Some-college,10, Craft-repair, Husband, White, Male,3137.0,0,40, United-States, <=50K
58.0,, HS-grad,9,, Not-in-family, White, Female,0.0,0,12, United-States, <=50K
21.0,, Some-college,10,, Own-child, White, Male,0.0,0,40, United-States, <=50K
28.0, Private, Assoc-acdm,12, Prof-specialty, Own-child, White, Male,0.0,0,40, France, <=50K
30.0, Private, Some-college,10, Sales, Husband, White, Male,0.0,1672,45, United-States, <=50K
60.0, Private, HS-grad,9, Protective-serv, Husband, White, Male,0.0,2042,34, United-States, <=50K
64.0, Local-gov, Some-college,10, Transport-moving, Unmarried, White, Male,0.0,0,40, United-States, <=50K
61.0, Private, 10th,6, Sales, Unmarried, White, Female,0.0,0,40, United-States, <=50K
39.0, State-gov, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,0,40, United-States, <=50K
33.0, Self-emp-not-inc, Bachelors,13, Prof-specialty, Husband, Black, Male,0.0,0,25, United-States, >50K
59.0, Private, Some-college,10, Transport-moving, Husband, White, Male,3103.0,0,35, United-States, >50K
, Self-emp-not-inc, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
, Private, 11th,7, Other-service, Own-child, White, Female,0.0,0,20, United-States, <=50K
46.0, State-gov, Assoc-acdm,12, Adm-clerical, Unmarried, White, Male,0.0,2258,38, United-States, >50K
34.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,45, United-States, <=50K
44.0, Private, Some-college,10, Machine-op-inspct, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
22.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
59.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
35.0, Private, Bachelors,13, Tech-support, Husband, White, Male,0.0,0,40, United-States, >50K
20.0, Private, Some-college,10, Handlers-cleaners, Own-child, White, Male,0.0,0,50, United-States, <=50K
31.0, State-gov, Some-college,10, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
43.0, Self-emp-not-inc, Bachelors,13, Prof-specialty, Wife, White, Female,0.0,1887,70, United-States, >50K
29.0, Private, HS-grad,9, Transport-moving, Other-relative, Other, Male,0.0,0,40, Dominican-Republic, <=50K
28.0, Self-emp-inc, Bachelors,13, Exec-managerial, Husband, White, Male,5013.0,0,55, United-States, <=50K
47.0, Private, HS-grad,9, Exec-managerial, Unmarried, Black, Female,0.0,0,40, United-States, >50K
36.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,4865.0,0,40, United-States, <=50K
35.0, Private, HS-grad,9, Transport-moving, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
28.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
45.0, Private, HS-grad,9, Other-service, Husband, White, Male,0.0,0,40, United-States, <=50K
, Private, Assoc-acdm,12, Adm-clerical, Unmarried, White, Female,0.0,0,41, United-States, <=50K
29.0, State-gov, Some-college,10, Adm-clerical, Own-child, White, Male,0.0,0,20, United-States, <=50K
21.0, Private, Some-college,10, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
22.0, Private, Assoc-acdm,12, Other-service, Unmarried, White, Female,0.0,0,35, United-States, <=50K
70.0, Private, HS-grad,9, Protective-serv, Not-in-family, White, Female,0.0,0,32, United-States, <=50K
32.0, Private, HS-grad,9, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
51.0, Private, Bachelors,13, Sales, Not-in-family, White, Male,0.0,0,55, United-States, >50K
54.0, Self-emp-not-inc, Assoc-acdm,12, Sales, Husband, White, Male,0.0,0,50, United-States, >50K
28.0, Private, Some-college,10, Adm-clerical, Own-child, White, Female,0.0,0,40, United-States, <=50K
29.0, Private, 10th,6, Craft-repair, Husband, White, Male,5013.0,0,40, United-States, <=50K
18.0, Private, Some-college,10, Other-service, Own-child, White, Female,0.0,0,20, Mexico, <=50K
46.0, Private, Some-college,10, Farming-fishing, Wife, White, Female,0.0,0,20, United-States, <=50K
58.0, Private, Bachelors,13, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0,40, Philippines, <=50K
38.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
56.0, State-gov, HS-grad,9, Adm-clerical, Husband, White, Male,0.0,0,40, United-States, <=50K
38.0, Private, Assoc-voc,11, Tech-support, Wife, White, Female,0.0,0,36, United-States, >50K
26.0, Private, HS-grad,9, Machine-op-inspct, Wife, White, Female,0.0,0,56, United-States, <=50K
32.0, Private, HS-grad,9, Other-service, Not-in-family, White, Male,0.0,0,52, United-States, <=50K
45.0, Private, Bachelors,13, Sales, Husband, White, Male,0.0,1902,40, United-States, >50K
19.0, Private, Some-college,10, Adm-clerical, Own-child, White, Female,0.0,0,30, United-States, <=50K
30.0, Private, Some-college,10, Farming-fishing, Husband, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Adm-clerical, Own-child, White, Female,0.0,0,40, United-States, <=50K
58.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,60, United-States, <=50K
37.0, Private, Some-college,10, Machine-op-inspct, Husband, White, Male,0.0,0,70, United-States, <=50K
29.0, Private, 9th,5, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
, Private, Masters,14, Exec-managerial, Not-in-family, White, Male,99999.0,0,50, United-States, >50K
54.0, State-gov, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, Puerto-Rico, >50K
28.0, Private, Some-college,10, Adm-clerical, Unmarried, White, Male,0.0,0,40, United-States, <=50K
40.0, Federal-gov, HS-grad,9, Adm-clerical, Wife, White, Female,0.0,0,20, United-States, >50K
19.0,, Some-college,10,, Own-child, White, Male,0.0,0,84, United-States, <=50K
24.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,8, United-States, <=50K
65.0,, HS-grad,9,, Other-relative, White, Female,0.0,0,25, United-States, <=50K
17.0, Private, 11th,7, Adm-clerical, Own-child, White, Female,0.0,0,16, United-States, <=50K
29.0, Local-gov, Masters,14, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, <=50K
38.0, Private, 11th,7, Handlers-cleaners, Not-in-family, White, Female,0.0,0,60, United-States, <=50K
50.0, Private, HS-grad,9, Adm-clerical, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
24.0, Private, Some-college,10, Machine-op-inspct, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
20.0,, Some-college,10,, Own-child, White, Male,0.0,0,32, United-States, <=50K
45.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
42.0, Private, HS-grad,9, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
18.0, Private, 11th,7, Adm-clerical, Own-child, White, Female,0.0,0,20, United-States, <=50K
35.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
49.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,15024.0,0,40, United-States, >50K
22.0, Private, HS-grad,9, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0.0,0,40, United-States, <=50K
32.0, State-gov, HS-grad,9, Protective-serv, Husband, White, Male,0.0,0,40, United-States, <=50K
26.0, State-gov, HS-grad,9, Protective-serv, Husband, White, Male,0.0,0,38, United-States, <=50K
27.0, Self-emp-not-inc, Some-college,10, Other-service, Husband, White, Male,0.0,0,40, United-States, <=50K
55.0, Self-emp-inc, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,60, United-States, <=50K
21.0, Private, HS-grad,9, Other-service, Own-child, White, Male,0.0,0,35, United-States, <=50K
17.0, Private, 11th,7, Adm-clerical, Own-child, White, Male,0.0,0,16, United-States, <=50K
55.0, Private, 10th,6, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
22.0, Private, Bachelors,13, Sales, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
31.0, Private, HS-grad,9, Craft-repair, Own-child, White, Male,4101.0,0,40, United-States, <=50K
33.0, Self-emp-inc, Bachelors,13, Prof-specialty, Not-in-family, White, Male,0.0,0,45, United-States, <=50K
37.0, Local-gov, Bachelors,13, Prof-specialty, Wife, White, Female,0.0,0,30, United-States, >50K
30.0,, HS-grad,9,, Wife, White, Female,0.0,0,20, United-States, <=50K
41.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
29.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,44, United-States, <=50K
21.0, Private, Some-college,10, Sales, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
55.0,, HS-grad,9,, Wife, White, Female,2885.0,0,40, United-States, <=50K
51.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
46.0, Local-gov, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,65, United-States, <=50K
52.0, Private, Masters,14, Sales, Husband, White, Male,0.0,0,40, United-States, <=50K
61.0, Self-emp-not-inc, Assoc-acdm,12, Exec-managerial, Not-in-family, White, Female,0.0,0,90, United-States, <=50K
29.0, Private, Assoc-voc,11, Tech-support, Husband, White, Male,0.0,2051,40, United-States, <=50K
51.0, Private, Assoc-acdm,12, Sales, Husband, White, Male,0.0,0,50, United-States, <=50K
28.0, Self-emp-not-inc, Masters,14, Prof-specialty, Own-child, White, Male,0.0,0,40, United-States, <=50K
36.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,1977,40, United-States, >50K
35.0, Private, 11th,7, Machine-op-inspct, Unmarried, White, Female,0.0,0,40, United-States, <=50K
30.0, Private, Some-college,10, Transport-moving, Husband, White, Male,0.0,0,40, United-States, <=50K
44.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
76.0, Private, 7th-8th,4, Other-service, Not-in-family, White, Female,0.0,0,25, United-States, <=50K
26.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Female,0.0,0,40, United-States, <=50K
32.0, Private, 10th,6, Exec-managerial, Wife, White, Female,0.0,0,35, United-States, <=50K
37.0, Self-emp-not-inc, Bachelors,13, Tech-support, Not-in-family, White, Male,0.0,0,15, United-States, <=50K
60.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, Columbia, <=50K
, Private, HS-grad,9, Other-service, Own-child, Black, Male,0.0,0,25, United-States, <=50K
46.0, State-gov, Assoc-voc,11, Tech-support, Not-in-family, White, Female,3325.0,0,42, United-States, <=50K
17.0, Private, 11th,7, Adm-clerical, Own-child, White, Female,0.0,0,12, United-States, <=50K
20.0, State-gov, Some-college,10, Prof-specialty, Own-child, White, Female,0.0,0,20, United-States, <=50K
42.0, Private, Some-college,10, Other-service, Unmarried, White, Female,0.0,0,32, United-States, <=50K
17.0, Private, 10th,6, Other-service, Own-child, White, Female,0.0,0,15, United-States, <=50K
41.0, Local-gov, Some-college,10, Craft-repair, Not-in-family, White, Male,,0,40, United-States, <=50K
,, Some-college,10,, Own-child, Asian-Pac-Islander, Female,0.0,1602,40, Taiwan, <=50K
34.0, Private, Some-college,10, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
38.0, Private, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
18.0, Private, 11th,7, Handlers-cleaners, Own-child, White, Male,0.0,0,12, United-States, <=50K
40.0, Private, Some-college,10, Adm-clerical, Unmarried, White, Female,0.0,0,45, United-States, <=50K
, Private, Assoc-acdm,12, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, >50K
27.0, Private, Some-college,10, Handlers-cleaners, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
25.0, Private, Assoc-acdm,12, Tech-support, Own-child, White, Female,0.0,1594,25, United-States, <=50K
35.0, Private, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Female,14344.0,0,40, United-States, >50K
45.0, Local-gov, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
23.0, Private, 7th-8th,4, Machine-op-inspct, Own-child, Black, Female,0.0,0,40, Dominican-Republic, <=50K
51.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,55, United-States, <=50K
21.0,, Some-college,10,, Not-in-family, White, Female,0.0,0,43, United-States, <=50K
42.0, State-gov, Some-college,10, Adm-clerical, Husband, Black, Male,0.0,0,40, United-States, <=50K
21.0, Private, 11th,7, Prof-specialty, Not-in-family, White, Female,0.0,0,24, United-States, <=50K
40.0, Private, Bachelors,13, Adm-clerical, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
52.0, Self-emp-not-inc, HS-grad,9, Transport-moving, Not-in-family, White, Male,0.0,0,65, United-States, <=50K
55.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Male,0.0,0,45, United-States, <=50K
39.0, Private, Some-college,10, Machine-op-inspct, Own-child, White, Male,0.0,0,40, United-States, <=50K
21.0, Private, Some-college,10, Handlers-cleaners, Own-child, White, Male,0.0,0,40, United-States, <=50K
53.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,34, United-States, <=50K
25.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, Columbia, <=50K
52.0, Private, HS-grad,9, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, >50K
44.0, Private, Bachelors,13, Exec-managerial, Husband, Black, Male,0.0,0,50, United-States, >50K
33.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, >50K
37.0, Private, Some-college,10, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
47.0, Local-gov, HS-grad,9, Adm-clerical, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
38.0, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, <=50K
17.0, Private, 11th,7, Sales, Own-child, White, Male,0.0,0,15, United-States, <=50K
38.0, Private, HS-grad,9, Sales, Not-in-family, White, Female,0.0,0,33, United-States, <=50K
28.0, Private, Some-college,10, Machine-op-inspct, Husband, White, Male,0.0,0,45, United-States, <=50K
23.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,0,80, United-States, <=50K
62.0,, Masters,14,, Husband, White, Male,0.0,0,50, United-States, <=50K
25.0, Private, Bachelors,13, Sales, Not-in-family, White, Female,0.0,0,16, United-States, <=50K
29.0, Local-gov, Bachelors,13, Exec-managerial, Husband, Black, Male,0.0,0,40, United-States, >50K
48.0,, HS-grad,9,, Unmarried, White, Female,0.0,0,32, United-States, <=50K
45.0, Local-gov, Masters,14, Prof-specialty, Husband, White, Male,0.0,0,50, United-States, >50K
20.0, Private, Some-college,10, Handlers-cleaners, Own-child, White, Male,0.0,0,20, United-States, <=50K
20.0,, Some-college,10,, Other-relative, Black, Female,0.0,0,40, United-States, <=50K
35.0, Private, Bachelors,13, Other-service, Not-in-family, White, Female,,0,40, United-States, <=50K
37.0, Self-emp-not-inc, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
61.0, Private, 7th-8th,4, Other-service, Unmarried, White, Female,0.0,0,40, United-States, <=50K
44.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,45, United-States, <=50K
38.0, Private, Assoc-voc,11, Exec-managerial, Husband, White, Male,0.0,0,55, United-States, >50K
57.0, Private, Bachelors,13, Sales, Husband, White, Male,0.0,0,55, United-States, >50K
21.0, Private, HS-grad,9, Craft-repair, Not-in-family, Black, Male,0.0,0,32, United-States, <=50K
22.0, Local-gov, HS-grad,9, Other-service, Own-child, White, Female,0.0,0,53, United-States, <=50K
31.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,45, United-States, <=50K
27.0, Self-emp-inc, HS-grad,9, Adm-clerical, Not-in-family, White, Male,0.0,0,38, United-States, <=50K
41.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,0,36, United-States, <=50K
47.0, Private, 5th-6th,3, Sales, Unmarried, White, Female,0.0,0,40, Mexico, <=50K
52.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
43.0, Private, HS-grad,9, Transport-moving, Unmarried, White, Female,0.0,0,44, United-States, <=50K
43.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
29.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
32.0, Private, Bachelors,13, Protective-serv, Not-in-family, Black, Male,,0,30, United-States, <=50K
39.0, Private, Masters,14, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, >50K
36.0, Private, 11th,7, Craft-repair, Husband, White, Male,0.0,0,50, United-States, <=50K
29.0, Private, Assoc-voc,11, Transport-moving, Husband, White, Male,0.0,0,55, United-States, <=50K
41.0, Private, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,50, United-States, >50K
54.0, Private, Some-college,10, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
27.0, Private, Assoc-voc,11, Exec-managerial, Own-child, White, Male,0.0,0,50, United-States, <=50K
45.0, Local-gov, Bachelors,13, Prof-specialty, Unmarried, White, Female,4934.0,0,50, United-States, >50K
59.0, Private, 11th,7, Machine-op-inspct, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
26.0, Private, HS-grad,9, Craft-repair, Other-relative, White, Male,2597.0,0,40, United-States, <=50K
32.0, Private, HS-grad,9, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
46.0,, 11th,7,, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
31.0, Private, Assoc-voc,11, Farming-fishing, Own-child, White, Male,0.0,0,40, United-States, <=50K
